Source,Text,IsAI
PDF,"Still unsure, Sophie sensed in Langdon's patient smile that he empathized with her 
confusion, and yet his eyes remained earnest.""But if the Holy Grail is not a cup,"" she 
asked, ""what is it?""",no
PDF,"He climbed out of 
the car and jumped back in behind the wheel.The driver was yelling curses, his arms still 
raised over his head.""Robert,"" Sophie said from the back seat, ""I trust you've seen enough of our magic 
forest?""",no
PDF,"Langdon depressed the clutch and jostled the stick 
into what he hoped was first gear.He touched the accelerator, testing the gas.",no
PDF,"Consider this.Noah saved all of life on the planet.You are destined 
for great things, Silas.",no
PDF,"Langdon pulled the heavy key from his pocket again, feeling the weight in his palm.He sensed it was an object of enormous consequence.Quite possibly the key to his own 
freedom.",no
PDF,"Besides, the 
Grail is believed to be hidden in the United Kingdom somewhere, not France.""He gave 
her the quick history.",no
PDF,Langdon's eyes followed to the structure ahead.What in the world?,no
PDF,"The night of stark 
awakening.Tonight, these men sat in the shadows, as if they were somehow ashamed of 
what was about to transpire.",no
PDF,"""I must say, Bishop, all of us would feel less 
apprehensive if these funds were in cash.""I could not lift that much cash, Aringarosa thought, closing the case.""Bonds are 
negotiable as cash.",no
PDF,"Topping the list was 
English.INSERT KEY.",no
PDF,Langdon wondered.Allied Steel?Sophie looked equally intimidated as her eyes scanned the lobby.,no
PDF,"""Did you say fifty years?""""At a minimum,"" their host replied.",no
PDF,"""I'm sorry, I must leave you now.Make yourselves at 
home.""",no
PDF,"""But...how?!""",no
PDF,"Clients select their own account numbers via a 
secure terminal, meaning account numbers are known only to the client and computer.This is one way we ensure anonymity.And the safety of our employees.""",no
PDF,"I'll make arrangements and be right back.""""But the safe-deposit box,"" Sophie declared.",no
PDF,"""It's too random.""Too random?",no
PDF,"1-1-2-3-5-8-13-21 
When the Fibonacci sequence was melded into a single ten-digit number, it became 
virtually unrecognizable.Easy to remember, and yet seemingly random.A brilliant ten-
digit code that Saunière would never forget.",no
PDF,"My God, it's heavy!She carried it gingerly to a large receiving table and set it down.",no
PDF,"As Langdon shed his jacket, Vernet hurried over to the conveyor belt, closed the 
now empty crate, and typed a series of simple commands.The conveyor belt began 
moving again, carrying the plastic container back down to the vault.",no
PDF,"You think they trust us?You should see the crap wages I get paid.""",no
PDF,Most unexpected and welcome.The secret lives.,no
PDF,"""I think we're on the highway now,"" Sophie whispered.Langdon sensed the same thing.The truck, after an unnerving pause atop the bank 
ramp, had moved on, snaking left and right for a minute or two, and was now 
accelerating to what felt like top speed.",no
PDF,"""For storing secret information.""Langdon's eyes widened further.Sophie explained that creating models of Da Vinci's inventions was one of her 
grandfather's best-loved hobbies.",no
PDF,"""Approximately twelve million possibilities.""""If you say so,"" Langdon said, looking like he had approximately twelve million 
questions running through his head.",no
PDF,"""It can't be.""""What?""",no
PDF,"The idea that the cryptex had been designed by Leonardo da Vinci—former Grand 
Master of the Priory of Sion—shone as another tantalizing indicator that this was indeed 
the Priory keystone.A former Grand Master's blueprint... brought to life centuries later 
by another Priory member.",no
PDF,"Then again, tests like this were extremely common in 
secret societies.The best known was the Masons', wherein members ascended to higher 
degrees by proving they could keep a secret and by performing rituals and various tests of 
merit over many years.",no
PDF,Langdon sat in stunned silence.Jacques Saunière?Grand Master?,no
PDF,"""Why are you doing this?""""Why do you imagine?""",no
PDF,"Something is blocking it!Vernet turned to throw full shoulder into the door, but this time 
the door exploded outward, striking Vernet in the face and sending him reeling backward 
onto the ground, his nose shattering in pain.The gun flew as Vernet reached for his face 
and felt the warm blood running from his nose.",no
PDF,"Extremely faint.""Cell service is intermittent up here,"" the driver said, glancing at him in the rearview 
mirror.""In about five minutes, we'll be out of the mountains, and service improves.""",no
PDF,"Either way, if they passed another 
car, it would certainly draw attention.Langdon made up his mind.",no
PDF,"Find Robert Langdon.Her 
grandfather's rationale for including him was now clear.",no
PDF,"At least Jonas Faukman would be pleased; every time Langdon made the news, his book 
sales jumped.""Is this man a good enough friend?""Sophie asked.",no
PDF,"Or at all, even.His house will give us a place to hide 
and think, and maybe when we talk to him about the Grail, you'll start to have an idea 
why your grandfather gave this to you.""""Us,"" Sophie reminded.",no
PDF,"""Besides, 
the Grail has been Teabing's life, and hearing the story of the Holy Grail from Leigh 
Teabing will be like hearing the theory of relativity from Einstein himself.""""Let's hope Leigh doesn't mind late-night visitors.""",no
PDF,"""It is a private matter.One of great interest to him.""",no
PDF,"Langdon had no idea, but he could imagine only one reason the question had been 
asked.""Surely such a travesty has never occurred.""",no
PDF,"""I need your 
help right away.""You have more than a little problem, the manager thought.",no
PDF,"""Of course you are.Right this way, please.""",no
PDF,"""Sir Leigh, may I present Sophie Neveu.""""An honor.""Teabing moved into the light.",no
PDF,"Sophie quickly outlined what Langdon had explained earlier—the Priory of Sion, 
the Knights Templar, the Sangreal documents, and the Holy Grail, which many claimed 
was not a cup... but rather something far more powerful.""That's all?""",no
PDF,"Superb!Then you 
must be aware that Leonardo was one of the keepers of the secret of the Holy Grail.And 
he hid clues in his art.""",no
PDF,"Historians still 
marvel at the brilliance with which Constantine converted the sun-worshipping pagans to 
Christianity.By fusing pagan symbols, dates, and rituals into the growing Christian 
tradition, he created a kind of hybrid religion that was acceptable to both parties.""",no
PDF,"""Anyone who chose the forbidden gospels 
over Constantine's version was deemed a heretic.The word heretic derives from that 
moment in history.The Latin word haereticus means 'choice.'",no
PDF,"Teabing asked.""In the center.""",no
PDF,"""Does this fresco tell us what the Grail really is?""""Not what it is,"" Teabing whispered.""But rather who it is.",no
PDF,"Teabing apparently had a similar thought.""Robert, perhaps this is the moment for 
the symbologist to clarify?""He went to a nearby end table, found a piece of paper, and 
laid it in front of Langdon.",no
PDF,"Sadly, Christian 
philosophy decided to embezzle the female's creative power by ignoring biological truth 
and making man the Creator.Genesis tells us that Eve was created from Adam's rib.",no
PDF,"The 
information the Teacher had given him was obviously accurate.I will not leave this house 
without the keystone, he vowed.I will not fail the bishop and the Teacher.",no
PDF,"""I converted the ballroom,"" Teabing said, looking sheepish as he shuffled into the 
room.""I have little occasion to dance.""Sophie felt as if the entire night had become some kind of twilight zone where 
nothing was as she expected.",no
PDF,"""Magdalene 
was no such thing.That unfortunate misconception is the legacy of a smear campaign 
launched by the early Church.The Church needed to defame Mary Magdalene in order to 
cover up her dangerous secret—her role as the Holy Grail.""",no
PDF,"According to Jewish custom, celibacy was condemned, and the obligation for 
a Jewish father was to find a suitable wife for his son.If Jesus were not married, at least 
one of the Bible's gospels would have mentioned it and offered some explanation for His 
unnatural state of bachelorhood.""Teabing located a huge book and pulled it toward him across the table.",no
PDF,"That is why he 
loved her more than us.""""The woman they are speaking of,"" Teabing explained, ""is Mary Magdalene.Peter is 
jealous of her.""",no
PDF,"""Unless they had a child.""Sophie stood transfixed.",no
PDF,"Sophie said.""They allegedly contain proof that 
Jesus had a royal bloodline?""""They do.""",no
PDF,"I have been waiting for that call.""Aringarosa quickly severed the 
connection.As the receptionist hung up the receiver, he wondered why Aringarosa's phone 
connection sounded so crackly.",no
PDF,"But that was to be expected.After all, this was a secret the 
Vatican had tried to bury in the fourth century.That's part of what the Crusades were 
about.",no
PDF,"He glanced at Robert.""Perhaps 
the symbologist could explain?""",no
PDF,"Most people did in those days.Another explosive document believed to be in 
the treasure is a manuscript called The Magdalene Diaries—Mary Magdalene's personal 
account of her relationship with Christ, His crucifixion, and her time in France.""",no
PDF,A chill raked her flesh.Royal blood.,no
PDF,"""I know Leigh said the Grail story is all around us, but tonight is the first time I've 
ever heard any of this.""Langdon looked as if he wanted to put a comforting hand on her shoulder, but he 
refrained.",no
PDF,"Although 
Langdon suspected this was more of a cartoonist's sophomoric prank than any kind of 
enlightened allusion to pagan human sexuality, he had learned not to underestimate 
Disney's grasp of symbolism.The Little Mermaid was a spellbinding tapestry of spiritual 
symbols so specifically goddess-related that they could not be coincidence.",no
PDF,"Teabing looked saddened.""Such a contributor to the arts..."" 
""Sir?""",no
PDF,"Teabing was pale.""But someone capable of such an attack... of discovering so much 
about the brotherhood..."" He paused, radiating a new fear.",no
PDF,"After all these years?The Priory keeps the Sangreal 
documents hidden.They pose no immediate threat to the Church.""",no
PDF,"Teabing's look of excitement waned.""The keystone is in a bank?""""A vault,"" Langdon offered.",no
PDF,"""You've seen the keystone?""Sophie nodded.",no
PDF,"Collet's job was simply 
to hold down the fort until the boss showed up to save the day.As he stood there, Collet flashed on a second possible explanation for this delay.",no
PDF,"And 
why?Collet wondered if maybe this were the reason Fache had told him not to take 
action yet.Maybe Fache realized there were more people involved tonight than just 
Langdon and Sophie.",no
PDF,"Now those doubts were gone forever.He could hear the 
ancient words... the foundation of the Grail legend: 
Vous ne trouvez pas le Saint-Graal, c'est le Saint-Graal qui vous trouve.",no
PDF,"A sudden movement behind him caught his attention.Out of nowhere, a crushing 
blow to the head knocked Langdon to his knees.As he fell, he thought for a moment he saw a pale ghost hovering over him, 
clutching a gun.",no
PDF,"I would prefer nobody attempt any quick moves.""Teabing slipped his right hand through one of his crutches and grasped the keystone 
in his left.",no
PDF,"Now he was seated on the 
divan.Sophie was holding an ice pack to his head.His skull ached.",no
PDF,"Before Sophie and Teabing could respond, a sea of blue police lights and sirens 
erupted at the bottom of the hill and began snaking up the half-mile driveway.Teabing frowned.""My friends, it seems we have a decision to make.",no
PDF,"The barn's rear slider was wide open, giving way to a dark, muddy slope of rugged 
fields that stretched out into the night behind the barn.Collet ran to the door, trying to see 
out into the darkness.",no
PDF,"These fancy sports cars can't handle terrain.""""Um, sir?""",no
PDF,"Use the emergency brake if you need it.I want 
to get into the woods a bit.",no
PDF,"He hung up.""Elizabeth?""Langdon said.",no
PDF,"Admittedly most modern legends placed the 
Grail somewhere in the United Kingdom.Even King Arthur's mythical, Grail-rich Isle of 
Avalon was now believed to be none other than Glastonbury, England.",no
PDF,I do the work of God.The Way is in peril.,no
PDF,"Faukman paused, rubbing his eyes.""Hold 
on, aren't you supposed to be in Paris this week?""""I am in Paris.""",no
PDF,"Langdon stared at the glistening fuselage.""That's Elizabeth?""Teabing grinned.",no
PDF,"She was leaving the country, without documentation, 
accompanying a wanted man, and transporting a bound hostage.If a ""line of reason"" had 
ever existed, she had just crossed it.At almost the speed of sound.",no
PDF,"They have been waiting for the right moment in 
history to share their secret.A time when the world is ready to handle the truth.""",no
PDF,"Fache said.Now Collet looked up.""Vernet is admitting that Langdon and Neveu spent time inside his bank tonight.""",no
PDF,"Most primary Semitics include nekkudot.This has none.""",no
PDF,"""Might I see it?""Sophie asked.Teabing pretended not to hear her.",no
PDF,"Rémy did not like the way the night was 
progressing.Not at all.",no
PDF,"""The password,"" Sophie said, looking again at the poem.""It sounds like we need 
some kind of ancient word of wisdom?""""Abracadabra?""",no
PDF,"Any ideas?""Teabing was silent for several seconds and then sighed.",no
PDF,"Fache waved off the man with the cuffs.""Is Biggin Hill his destination tonight?""""I don't know,"" the controller said honestly.",no
PDF,"""The history of the Holy Grail and Mary Magdalene isn't enough?""Langdon felt uncertain how to proceed.",no
PDF,"He gave her a moment.Admittedly, the concept of sex as a pathway to God was 
mind-boggling at first.Langdon's Jewish students always looked flabbergasted when he 
first told them that the early Jewish tradition involved ritualistic sex.",no
PDF,The chanting grew steady again.Accelerating.Thundering now.,no
PDF,"Sophie wanted to turn and run, but she couldn't.The stone walls of the grotto 
imprisoned her as the chanting rose to a fever pitch.The circle of participants seemed 
almost to be singing now, the noise rising in crescendo to a frenzy.",no
PDF,"Fache's newest update seemed unfathomable, and yet almost nothing tonight made 
sense anymore.What is going on?",no
PDF,"Sophie Neveu had shunned her grandfather and 
was now seeing him in an entirely different light.Outside, the dawn was coming fast, its crimson aura gathering off the starboard.The 
earth was still black beneath them.",no
PDF,"Langdon concurred.The modern belief in a horned devil known as Satan could be 
traced back to Baphomet and the Church's attempts to recast the horned fertility god as a 
symbol of evil.The Church had obviously succeeded, although not entirely.",no
PDF,"For years, religious scholars had been 
baffled by biblical references to a city called Sheshach.The city did not appear on any 
map nor in any other documents, and yet it was mentioned repeatedly in the Book of 
Jeremiah—the king of Sheshach, the city of Sheshach, the people of Sheshach.",no
PDF,"""Sophia?This spells Sophia?""",no
PDF,"Sophie knew that if this cryptex were like those she had opened in her youth, all she 
would need to do is grip the cylinder at both ends, just beyond the dials, and pull, 
applying slow, steady pressure in opposite directions.If the dials were properly aligned 
with the password, then one of the ends would slide off, much like a lens cap, and she 
could reach inside and remove the rolled papyrus document, which would be wrapped 
around the vial of vinegar.",no
PDF,"Apparently, the vial of 
vinegar they had heard earlier was inside this smaller cryptex.""Well, Robert,"" Teabing said, sliding the page of vellum over to him.",no
PDF,"On the back, Collet found notations scrawled in English, describing a cathedral's 
long hollow nave as a secret pagan tribute to a woman's womb.This was strange.The 
notation describing the cathedral's doorway, however, was what startled him.",no
PDF,"""The switchboard has an urgent call 
for Captain Fache, but they can't reach him.Will you take it?""",no
PDF,"""So are my lawyers.""He scowled toward the monk in the rear of the plane.",no
PDF,"Regardless of Fache's mind-set, action needed to be taken 
fast.Don't lose sight of the ultimate goal.",no
