Source,Text,IsAI
YouTube,"How abhorent NBC becomes by this presentation! 

They hate success and innovation, negative-slanting, as much as they can, a company that is quite able to resolve ALL problems, and more willing to do so than ANY of their corporate behemoth chronies and the powerful status quo can achieve in ten lifetimes. You can feel their jealousy and resentment toward Musk.",no
YouTube,"I've owned Starlink for about 3 years now.  mostly for my rural home in Colorado mountains plus taking with me in the RV.  When they changed their agreement preventing me from roaming in RV, and increased the price and dropped the speed by 40% I paused the service and went back to my old wireless PTP service.  I 'UN-pause' Starlink for traveling in the RV. 
I really love the technology but not affordable where options are available.  Realistically, that's how it was designed.",no
YouTube,He modeled his family dynamic about the same way . Yuck.,no
YouTube,"Elon Musk:
BS comment farms -- see all these ""Starlink is so great"" comments while comments about the actual report are buried... too obvious ;)
BS solar panels
BS hyperloop
BS battery milage
BS robots
BS autonomous driving
BS conspiracy theories
BS free speech advocate
BS underground tunnels
BS robo taxi investment promises
BS bait & switch practices
BS release dates
BS profits

BS everything.....
EXCEPT Starlink..... He barely hyped it for a reason.... It was a political tool from day 1, just like his Twitter purchase.",no
YouTube,Years ago the Government would have taken it and said screw you ..😮,no
YouTube,Innovative free enterprise will always outrun bureaucratic governments. Thank God for Elon Musk.,no
YouTube,yea yea wait till the media is offended by Elon..  then he will be the next Hitler and the worse man on the planet.. we get it.,no
YouTube,Star link Will help African countries to have a connection with the rest of the world and improve it's education giving it's people a better choice and chance on Jobs around the world,no
YouTube,"Remote fire stations where I live love Starlink. Musk is today's Thomas Edison with SpaceX, Starlink, Boring Company & his other endevors. Eagerly waiting 3rd test launch of Superheavy & Starship. 
Wish the hate filled far left REgressive DemocRATS who claim to be ""progressive"" would stop suing Musk for every little nuisance law suit hindering Musk's rapid PROgress.",no
YouTube,"So pretty much this is a sci fi movie coming to life, satellites that remind me of Sophia Stewart who wrote the matrix had in her book. Sky net which turn into a minority report like environment. Humans being controlled by technology. How is this good for humanity 🤷🏽‍♀️",no
YouTube,"And no one can use it , unless you possess the rest of the system .",no
YouTube,Elon musks work reminds me of the og terminator film. So when does the AI annihilate? Skylink ? 😅,no
YouTube,It's low orbit space junk clogging up the skies for astronomers everywhere.,no
YouTube,Why fake the tweet? There was no war inside of the former Ukraine in 2020 : https://youtu.be/SVgVzEVeP4Q?si=7KXSuN8mmijZ9RF2&t=428,no
YouTube,"If you need it, there are no options, and use it daily like I do you know how important this is.  It’s actually better than what I had when I was in a top ten metro USA area.  Just incredible.  Thanks Star-link team.",no
YouTube,Starlink is the greatest invention since the invention of airplane.,no
YouTube,"I don't understand the statement, ""what is in the rocket is just as important as the rocket themselves."" What is in the rocket is the entire point. The rocket without a payload is a useless toy.",no
YouTube,"Like everything else connected with environmental impact of activities,  if we want to lessen that impact we shall have to pay more.  Everyone keeps saying how important it is to have a clean, pristine, unpolluted enivonment - and of course it is - but as soon as people are told they need to pay more taxes to pay for a cleaner environment, they are suddenly less keen on  a cleaner environment. 
The proliferation  of satellites needs to be regulated and some restraint is needed on endless growth in the numbers of satellites. Otherwise one day space around Earth May get so cluttered that no satellite can operate in low orbit, and satellites not able to be launched at all.  Then suddenly, Starlink and other satellite services will no longer be able to operate, with, at the very least, very damaging consequences to society, which to a large degree has no idea at all how developed countries depend on satellite based services. 
There has to efforts made to endure this never happens, otherwise the price paid for doing nothing will be enormous indeed.",no
YouTube,All I will say that as a retired Australian who loves travelling in our outback which vertically no phone or internet Starlink in my caravan is a total game changer thank you Elon,no
YouTube,"this is a spy tool, a spying machine, and musk is covering it with ""giving broadband internet"" ti the world......this can colect data from all our phones, all internet trafic in the world, who is buying this stroy its a net provider? why would i pay 60 us dolar a month something tha im now paying 12 us dolars? this is a spy machine",no
YouTube,"""the impact on the space environment should be studied before more"" uhhhh there's literally nothing but stupidity with that comment other than an asshurt man who just doesn't like it",no
YouTube,This is the best time to invest in cryptocurrency. Next year is Bitcoin halving when bitcoin price will skyrocket. It pains me  I still can't trade profitably. Please how do I trade or invest to make good profits now and  in 2024?,no
YouTube,I was finally able to get decent internet at a reasonable price.,no
YouTube,Truly another world changing product from Musk and his companies.,no
YouTube,"More money for Elon and his companies is a great thing
#elon is all about #freespeech",no
YouTube,"Nicola Tesla's concept of free energy is near in the future I guess, just tap into the frequency of the signal and convert it into electricity.
I wonder what its efficiency would be.
Getting energy from the sun from space to converting it into electricity on earth.",no
YouTube,Om commenting from the Philippines. Thank you Mr. Musk for your amazing technilogy and for doing what governments can't do (and shouldn't do).,no
YouTube,His beloved Coke just made a deal with Chainlink crypto  the world is changing !!! The stock market sucks accept coinbase and the crypto markets Innovation is awesome Its the 80s all over again new internet new markets,no
YouTube,I love him because he at least seems honest. ❤,no
YouTube,Great interview and perspective on Buffett’s investing philosophy. A Teenager’s Guide on how to Invest Like Warren Buffett and Charlie Munger is a good investing book for teens.,no
YouTube,"In my perspective, choosing to remain invested isn't merely a financial tactic; it represents a philosophy in harmony with prolonged wealth accumulation. Although markets undergo fluctuations, historical trends reveal a general appreciation over time.@ ASfbbtrade ( Ashish Shah) helps me navigate through the short-term oscillations and sustaining an investment position presents the chance to leverage compounding effects, take advantage of market rebounds, and attain financial expansion. The commitment to staying invested demands patience, discipline, and a concentration on the broader context – a method that has consistently demonstrated rewarding outcomes in the pursuit of wealth in the financial market.",no
YouTube,"Warren Buffett underscores the vital importance of understanding compounding and adopting a long-term perspective for financial success, as leveraging the compounding effect and maintaining a extended investment horizon enable individuals to accumulate substantial wealth through patience and strategic planning.",no
YouTube,The host is trying so hard to push him into supporting a Democrat.  Typical MSM BS,no
YouTube,"🎉Thanks bud for keepin us financially Educated! Regardless of how bad it gets on the economy, I still make over $22,000 every single week.",no
YouTube,Lord has mercy I am grateful for the best this time listening to information great insights,no
YouTube,Trading has been a source of income even though I barely trade alone. I consider myself a successful trader because of the amazing trading strategy Christopher Scott,no
YouTube,"Stocks extended their year-to-date rally following the CPI report, with the S&P 500 last up 0.8% in afternoon trading. but I don't know if stocks will quickly rebound, continue to pull back or move sideways for a few weeks, or if conditions will rapidly deteriorate.I am under pressure to grow my reserve of $250k.",no
YouTube,"I will be forever grateful to you, you changed my entire life and I will continue to preach on your behalf for the whole world to hear you saved me from huge financial debt with just a small investment, thank you Mrs Maria Reyes",no
YouTube,">> *Great video! I really do have a question. For someone with less than $10,000 to invest, how would you recommend we enter the crypto market? I am looking at studying some traders and copying their strategy rather than investing myself and losing money emotionally. What’s your take on this approach?*",no
YouTube,"I just became a member of your VIP group, and I already feel like my trading skills have improved so much. Thank you for being such an amazing mentor!😁",no
YouTube,Back in 1999 I was at my first job.  It was a small reit of about 40 employees.  I had been reading a book about Warren Buffett at the time.  And within days Buffett started buying stock in our company and made a visit to our office.  He walked right by my cubicle but I was too nervous and felt inappropriate to bother him.  But I had the book about him in my bag that I was reading.  He was dressed in an old suit just as he did always back then.,no
YouTube,"I am never getting tired of listening  to the above video .and getting ideas of the financial  improvement of our life .
From the above respectable simple people even so much superior

Mr Buffett r Gates mr Charlie",no
YouTube,"No stock shares are mailing me a check and you buy stocks low and sell high to putz who don’t know how to time to the market same as crypto. He’s the old guard old as dirt like Munger and both  will be in ground when BTC gets full adopted while I’m laughing bank like I did in 2017,2021 and will be again in 2025😂😂😂
Go back and watch his interview on the internet back on 91-93 said the same crap yet  he owns google Apple and Microsoft stocks…watch what they do not listen to what they say. He just got a smartphone this year and only use it for calls he doesn’t even text….bye Warren😂😂",no
YouTube,"1:40:00 Ive never seen anybody avoid a question harder than Buffet here. He knows its a ridiculous policy, we all know its a ridiculous policy. C'mon Warren. Just say it.",no
YouTube,MF rich as all can be and his company has the longest wait time on the phone.  HIRE MORE PEOPLE!,no
YouTube,"How can I grow my portfolio to outpace inflation and maintain a successful long-term strategy? I have been reading of investors making about $250k profit within a month during downturns, and I need ideas on how to achieve similar profits.",no
YouTube,"Technical Analysis is good but I find It truly baffling that major crypto youtubers just look mostly at pure T.A and completely ignore the bigger narrative of why BTC is pumps/pumped and why the future outlook will be even rosier than it seems. It's kinda irresponsible to ignore the fact that each ETF launch so far has caused a major dump at the peaks of BTC. We were already on shaky footing with historically low volume and almost pure whale pumps, narrowly avoiding a long-term bear market. More emphasis should be put into day trading as it is less affected by the unpredictable nature of the market. I have made over 19 btc from day trading with Thomas Easton insights and charts has been one step ahead of other analysis.",no
YouTube,"Cathie woods and everything and everyone link to her are under a limitless permanent retroactive generational detail forensic investigation… but we stock, per each job, volunteer position she covers etc… 

This woman is very dangerous she covered many science, governmental positions 

One of her position is to be a lawyer for different departments in government 

This woman used her job, volunteer positions to control stocks markets 

She, everyone and everything link to her directly and indirectly are consider very dangerous for governmental entities, sciences, religion and the entire universe and they shall not have private time she shall be and are under investigation and supervision 24/7 sonde 2001 with a retroactively investigation on how many innocent people, entities, universe in general  they have hurt 

We can’t afford fixing their mess… we need to avoid and to avoid they need to be under supervision 24/7 

We are demanding that they loose all their stocks and be resale or bit starting with 90% discount from the regular price as part of the compensation they owe the universe 
They will be denied permanently in any type of bid or gambling 🎰 

They are addicted to gambling and are using their job, careers, volunteers, degrees, connections to control the stocks 😢 affecting permanently the universe 

We demand retroactive salaries, services and confiscation of wealth is included 
With interest of 5T% per second as is one year 

From any job they get 25% belongs automatically to all the entities they have been abusing for example: government, sciences, religions etc… humans in general and the entire universe",no
YouTube,"I just sold a property in Portland and I'm thinking to put the cash in stocks, I know everyone is saying its ripe enough, but Is this a good time to buy stocks? How long until a full recovery? How are other people in the same market raking in over $450k gains with months, I'm really just confused at this point.",no
YouTube,"As a beginner, educate yourself: Learn the basics of investing and the stock market. There are many resources available online , including books, articles, and online courses. It’s a good idea to diversify your portfolio across different stocks and sectors to minimize risk. I’ve heard of people accruing over $550k during recessions and inflation, its important to do your own research.",no
YouTube,"Americans are being gaslit. Stop spending. Cut Medicare and Social Security. Pay our debts.... but also, cut taxes for the rich, subsidize corporations, bail out banks, and steal from workers to enrich the industrial war complex and members of Congress.",no
YouTube,"Buying an individual stock is a fair investment but its performance level can’t generate high dividends. Diversification is the secret to optimal performance, that’s why I have my interest set on options based on projected growth and performance.",no
YouTube,"Youtube literally forces me to watch these Libtard mainstream propaganda channels.  It started almost a month ago.  They know full well I don't support them.  Yet after every f***ing video I watch, up pops CNBC, and bloomberg with no easy way to block their channel.",no
YouTube,All this guy says is ah uh ah ah jesus,no
YouTube,"Who cares 
Is this even relevant to what they’re going on the rest of the world?",no
YouTube,"The economy is grappling with uncertainties, global fluctuations, and pandemic aftermath, causing instability. Rising inflation, sluggish growth, and trade disruptions need urgent attention from all sectors to restore stability and stimulate growth.",no
YouTube,Anyone else get an email from him giving away $8.000.000.00?,no
YouTube,"I'm a victim of this, racking up to get 5k of fraudulent transactions and while I was in the middle of getting paid. I thought I won't hit but *Flamepycrack* proved me wrong and I get paid .. 0:10🙌🏻",no
YouTube,"I began investing at the age of 34, primarily utilizing my hard work and dedication. Now at the age of 42, I am delighted to share that my passive income exceeded $100k for the first time in a single month. This advice is truly valuable, so don't hesitate to take action. Remember, it's not about achieving wealth quickly, but rather about building wealth consistently and persistently.",no
YouTube,"Managing money is different from accumulating wealth, and the lack of investment education in schools may explain why people struggle to maintain their financial gains. The examples you provided are relevant, and I personally benefited from the market crisis, as I embrace challenging times while others tend to avoid them. Well, at least my advisor does too, jokingly.",no
YouTube,"Managing money is different from accumulating wealth, and the lack of investment education in schools may explain why people struggle to maintain their financial gains. The examples you provided are relevant, and I personally benefited from the market crisis, as I embrace challenging times while others tend to avoid them. Well, at least my advisor does too,",no
YouTube,"Taking early notes from Warren as to the importance of sound asset diversification and risk management It can’t be overstated. I’ve been trying to grow my portfolio of $300K for sometime now, I would greatly appreciate any other suggestions.",no
YouTube,"Crypto is going to change the way people think about investment, when you buy any stocks, this guy owns it and he is selling it to you😅😂😂😂",no
YouTube,"GOD loves you enough to send HIS only SON to save you and if you repent and turn from your sins and be baptized in THE NAME OF THE FATHER, THE SON and THE HOLY SPIRIT. ((if you haven't )",no
YouTube,"This is a great introduction for beginners like me who want to start building wealth and learn about the different investment options available. Your explanations are clear and concise!""",no
YouTube,"With a rate decision coming off fresh inflation data that showed an uptick in prices for the second month in a row. As well, the automakers strike, yet my portfolio of $400K keeps dwindling. How do I take advantage of the market to save my declining portfolio",no
YouTube,Is Biden  administration against ev ? Does he wants to collapse Mullenusa?,no
YouTube,"Well that would be impossible to do considering I'm in my late 50s and I'm more interested in investments that could set me up for retirement in my 60s, my goal is at least $2million.",no
YouTube,"Is this a good time to buy stocks/crypto in the Europe? I know everyone is saying stocks are at a discount and all, but just how long will It take for us to recover, obviously there are strategies to manoeuver in this present market but these strategies doesn't come common to the average folk, or am I better off putting my money elsewhere.",no
YouTube,"""Thanks bud for keeping us financially Educated! Regardless of how bad it gets on the economy, I still make over $28K every single week,",no
YouTube,Hi so I would like more information in regards to this.,no
YouTube,"I love ❤CNBC, since the mid '90s till now. God bless you 🎉",no
YouTube,"Becky Q:    why even mention COVID??    There are over 500 communicable human diseases and the only one you people care about is COVID.   Weird.  Drop it.   I care more about investing, not diseases.",no
YouTube,"Hate buying puts on $tsla…❤️‍🩹 but tp 4.2k today 🙏🏽 thanks for info,coverage and opinions Ray! 🙌🏽🙌🏽",no
YouTube,"Well, US military bioweapon scientist dug up frozen corps in Alaska of those who died from the 1918 pandemic.. we all know its only a matter of time when a real genetically enhanced deadly stain is released to wipe out the unwanted, unloved and unemployed",no
YouTube,the amount of scammers on this page is alarming dear God,no
YouTube,I love the book - 10 Golden Principles of Warren Buffet,no
YouTube,"Starbucks is not appealing, too big, too sweet, too much. No way.",no
YouTube,Because it was awfull coffee even Mac Donald’s makes better coffee,no
YouTube,who goes to Starbucks for coffee?? You only want to grab a cup with that green logo so you look cool,no
YouTube,"Basically the more a market is sophisticated and demands higher quality and variety in their coffee, the harder it is for Starbucks to beat the local specialty cafes with its standardized, mediocre products. Look at Italy and Australia as two obvious examples.",no
YouTube,"Using metric would help it feel less USA Tin-eared. Sugar levels, a business model based on exploitation wages and high staff turnovers.",no
YouTube,Starbucks is overrated. It‘s expensive and is not even delicious,no
YouTube,It's disheartening to see Starbucks targeting non-Australian travelers as a business strategy now. To travel all that way only to unknowingly avoid engaging in true local culture (and possibly the best coffee you've had in your life) is sad.,no
YouTube,-I’ll just have a cup of coffee. -Beer it is.,no
YouTube,"In VietNam as well as austraylia starbucks was uncommon. In contrast Austraylia, Vietnam has many cafe street around of Vietnam and that the reason it was not common in Vietnam",no
YouTube,Starbucks simply doesnt taste good. 😂 so much good local cafes.,no
YouTube,hang on by a thread:  even a slight change can decide what will happen and that bad results like deaths or failure are likely to happen,no
YouTube,Starbucks coffee is too diluted and hardly has any coffee taste. It’s over saturated with sugar and milk.,no
YouTube,It’s a pretty competitive market tbf. From my house in a normal suburb 30 mins away from cbd. I have 13 small cafes with 3km radius of my house.,no
YouTube,Aaawwwwwww I sure thought they'd say the kangaroo tax was too steep  🦘🦘🦘🦘,no
YouTube,"I'm from Ukraine where Starbucks would never work (we have too many excellent local brands with lower prices). But Gloria Jean's Coffee tried and closed in 2000s, they were just too expensive and not very good for the price.",no
YouTube,Do you have anything Gluten free or any Bashed Avocados,no
YouTube,"I once had a cup of coffee at a Starbucks in the Adelaide CBD. Although nothing to write home about, the brew itself was perfectly drinkable. However the ambience of the place more resembled that of a fast food chain than the welcoming at-homeness I had long grown accustomed to in the high-quality independent cafes that these days proliferate everywhere in Australia, even in the most nondescript city suburbs and smallest country towns. The simple fact is that the best cafes are invariably stand-alone, owner-operated establishments whose excellence endures for precisely as long as the enthusiasm and commitment of the one or two people financially and emotionally invested in them. As soon as you step away from that principle, no matter where you are in the world, you're on the road to mediocrity. Not much more to be said really.",no
YouTube,Gues what GloriaJeans is so famous in Pakistan and the country has no Starbucks at all,no
YouTube,such expensive coffee its insane. i equate it to a dessert. same category as bubble tea.,no
YouTube,I have never had a Starbucks coffe in my life,no
YouTube,OZ makes best coffee in the world. Can’t serve sludge to Aussies,no
YouTube,The only country that seems to know Starbucks is terrible and not worth it to even try more than once,no
YouTube,Don’t really like Starbucks. Gimme a good normal cup of coffee.,no
YouTube,If open local writers or artists to have weekend exposition to inspire life into environment,no
YouTube,If starbuck reduce menu item and focus on quality of coffee bean and the milk and sugar instead of following hippy inspiration of experimental tastes which is main reason for law suit with hidden extortion financial hidden from workers,no
YouTube,😂😂😂did u see it in Sydney 😶‍🌫️😶‍🌫️😤😤😤such a big failure 😞 😂,no
YouTube,I lived in Brisbane for 8 years and only had Starbucks once. There are plenty of local coffee shops with great coffee.,no
YouTube,"The price sensitivy of every market should always be a key factor to consider for any comoany that wishes to expand her operations internationally. Starbucks could have done better understading this before launching into the market. Secondly i think their faiure to blend their coffee to the Australian Coffee Culture is a major reason they failed initially, every country has a culture that backs up the usability of certain products, and for countries with rich cultural heritage, it is always advisable to understand the culture before operating in such environment and of course, respect it! Finally, not all businesses should be fully replicated by forming new companies in a new operating environment, some times, Franchise and mergers/Acquisitions could also be a gateway to the market.",no
YouTube,"9 million tourists/year is actually not that much. E.g. the Netherlands gets around 20 million/year. The less Starbucks there is, the better so keep it up with the shitty tactics 😂😂.",no
YouTube,"I think the maior point that Starbucks missed the big market is that they do not show their respect to the local culture. Australia has a long history with coffee,they do not see it as a product but  regard  it as a  life part of them.But Starbucks only focus on thier product,ignoring the local environment. That is the biggest problem Starbucks has made.",no
YouTube,"Australia UK likes Crown but unfortunately Starbucks is American products and USA do not have Monarchy constitution in US.
In a free market you can do anything export exports but all legal and according to costume departments regulations but in monarchies you are just allowed to do what Charles and king likes 😂😂 if king don’t like Starbucks give him another coffee LOL😂😂🤮",no
YouTube,I will buy an electric vehicle when it is advantageous,no
YouTube,"As an Australian here in Sydney, coffee culture is huge here and I hate coffee. Australian's do NOT want coffee chains or coffee franchises popping up. Gloria Jeans also failed here as well. Australian's want local, friendly baristas that know you personally. I have a friend who owns multiple coffee stores but all 3 stores are different branding, he said he won't do well if there are the same stores all over sydney cause it seems too mass produced to the consumer. Smart man.",no
YouTube,"🎯 Key Takeaways for quick navigation:

00:01 ☕️ Starbucks' Global Expansion
00:25 🇦🇺 Starbucks' Entry into Australia
01:21 🚀 Rapid Expansion and Lack of Differentiation
02:13 ☕️ Australian Coffee Culture
04:06 🌟 Success of Gloria Jean's in Australia
05:03 🇮🇹 Starbucks in Italy and Starbucks' Comeback in Australia

Made with HARPA AI",no
YouTube,"500,000 Italian and 400,000 Greek migrants between 1947 and 1967 taught Aussies what good coffee is. Then along came Starbucks selling over sweetened, over priced , weak rubbish. You don't need a Business School academic to work out why they failed.",no
YouTube,"I was shocked when I came to Adelaide and found out there were NO Starbucks. My friends and family in Brisbane enjoy the benefits of 4 of them in a row in the city. But it is what it is, Aussie coffee has taught me to appreciate coffee rather than synthetic crap 🗣️",no
YouTube,"Starmuck. All about the being seen scene. The ""coffee""  is pure shyte.",no
YouTube,"Burna Boy’s Controversial Tweet,The Apology Africa is Waiting For!
https://www.youtube.com/watch?v=IMuHkmCKsck",no
YouTube,"Americans go there to get coffee, from what I understand? Europeans and Australians know better..",no
YouTube,Since when is australia a continent? Pretty sure its called oceania,no
YouTube,"Yes, let's homogenize every aspect of our modern life - people who actively seek such products make me sick, they're like sheep for slaughter.",no
YouTube,"Starbucks failed in Sweden also. Probably because swedes want proper coffe, not overprized, sugary milk-drinks 😁",no
YouTube,As an Aussie I'm proud of our country for letting this gross overpriced chain go to crap,no
YouTube,"Melbourne is coffee capital of the world.  Sydney is getting better.  Having said that, I did once have a really good long macc at a Starbucks in Singapore.  But really, Starbucks trying to force their model on confirmed and addicted coffee drinkers in Oz ?   Yeah nah.  When I get a good coffee here, I always ask who made it and then say to them face to face ""thank you for the coffee - really good"".  Even 7/11 coffee here is good.",no
YouTube,Its insane to me that Starbucks exists. And i live near Seattle.,no
YouTube,"Starbucks is a fat sugary drink not really a taste of coffee, should I say liquid cake 😂!",no
YouTube,The matter of fact is  Starbucks uses the cheapest and lowest quality coffee beans!!,no
YouTube,"Australia's got the best coffee in the world.. it'd be like Pizza Hut trying to launch in Italy. 

Only people who would buy it are tourists who don't know any better",no
YouTube,the more i see from Australia the more i like Australia. No Starbucks BS,no
YouTube,For Aussies the question is why Starbucks succeeded in other countries. I love how Australians are proud of Starbucks failing there..,no
YouTube,They grow fruits but no time to enjoy it. Disheartening.,no
YouTube,KAROSHI it is a new way of slavery.....we work to live not live to work,no
YouTube,Cos they don't want rely on third world sweatshops for cheap things?,no
YouTube,"Yeah, you can tell, a lot of them are really on the brink of a melt down , I’ve often wondered why they are so easy to control  and manipulate, there’s something bred in to them or their culture.",no
YouTube,It's crazy that Japanese are so into their business that they don't even noticing bro went down through staircase talking a presentation ⚡,no
YouTube,"Robots don’t pay monthly taxes.
So ageing people needs to be replaced with new born babies.Otherwise I think financial sistem will collapse",no
YouTube,The only way out of it is immigration. A path Japan will not take for the foreseeable future.,no
YouTube,Japan wants to donate our money to the United States.,no
YouTube,it seems from this video that the heavy work hours is a condition that government mistake however it is the current economic situation of japanese that leads to this consequence,no
YouTube,"A recent documentary said that the average Japanese works 1700 hrs a year, less than the average American. Seems like people don’t realize who the real slaves are in the world 🤔",no
YouTube,The japanese government invested over 10.000h of unpaid overtime the get rid of the problems like overworked employees in the japanese economy,no
YouTube,But japan have 3 long holidays. 1 golden week 2 audomn and 3 New Year.,no
YouTube,I heard they work 100/ week cause they are afraid of their wife.,no
YouTube,"They dont work hard in bed 😂


Japanese women need Indian men to produce babies",no
YouTube,Maybe it's their collective Karma for all the atrocities committed to human wherever they were fighting.,no
YouTube,You didn't mention the obvious third option to solve population decline:  incentive people to have more children!!,no
YouTube,"Clarify the valuation basis in-house.
Tons of workers feel unfair with the evaluation system because some bosses evaluate their subordinates in extremely dogmatic and subjective and emotional way.",no
YouTube,It's high time the japanese govt. took some real steps to curb this issue. This is definitely one of the major contributing factors to their low birth rate.,no
YouTube,the sad thing is after all this effort it just has a fairly mundane GDP by general western standards and salaries that don't come close to American ones,no
YouTube,"I think if every couple has 2 children in Japan, their economy could automatically have become double from what it is currently. May be they will understand the importance of having more children soon.",no
YouTube,No one spends his entiie career working for the same company in Japan today😂,no
YouTube,"From the history I know bout Japan during ww2 and how crazy and violently militant which they did with a fanaticism towards their believes in their society in Japan my question is about how this fanaticism whist they still have today but has been changed into a peaceful and productive society , at least for now , . What perpetrated the change ?  What happened when General McArther took over the country, or was it the mind blowing destruction of their country , of just plain mental and physical and spiritual wipe out brought on bu the ravages of war?  But it worked so use this method again in 2023 cause the present progress mind set just prolongs the current mess  just ain’t shaken them up enough o well ain’t nothin I can do any ho so just let it be",no
YouTube,"The bullshiter can overwork, i will never go back to overwork. i know my limits",no
YouTube,"Crazy  World.  Only overtime , bring profit to the companies. Stupid and idiot system.",no
YouTube,Fk that Japanese ppl are being robbed it sounds like the rich have them by the ankles,no
YouTube,I went to Japan to visit to support our Japanese colleagues.  They work long hours but I don't think it is very efficient especially toward the end of the day. The hierarchical nature of work with young colleagues can't speak feels suffocating for me. Meeting with customers we have to line up according to ranks. A few times I was in the wrong order they insisted I move to my position.,no
YouTube,work in Japan for half a year and it was the worst working environment. You’ll literally die from overworked 😢,no
YouTube,They are not open for immigrants because they are racists 😂,no
YouTube,They don't work hard...they just stay longer at the office because they do not want to go home.,no
YouTube,They are forced to do this becaues they no longer have an emperor.,no
YouTube,"And who are you calling, Son? Santa Klaus? Wishing for a set of ballz, eh?",no
YouTube,"I’m Lebanese, and I own some apartments in Minsk that I rent out. I had a Chinese gentleman who worked in Huawei rent out one of my apartments. He never spent time in the apartment. Worked from early morning till about 11 o clock in the evening. One day, when I came to pick up the rent, he looked at me in a funny way and said, “Why aren’t you working?”. I held out my hand and said, “Just give me your money.” He laughed. I later told him that people in the mediterranean take life easy. We may not have the richest economies, but we know how to live.",no
YouTube,They are In- Productive & In Efficient. That is why they work long hours....😂😂,no
YouTube,"it's like you were born just to slave your productive years away and withered away, what's the point of being born in the first place? Perhaps Japan population will grow if their population can actually have a life outside the workplace.",no
